Name,Email,Financial Status,Paid at,Currency,Total,Refunded Amount,Referring Site
#1236,x@y.com,paid,2026-06-06 13:16:00 +0000,USD,201.57,,
#1237,x@y.com,paid,2026-06-06 23:23:00 +0000,USD,79.25,,https://l.facebook.com/
#1238,x@y.com,paid,2026-06-06 11:19:00 +0000,USD,185.02,,https://www.google.com/
#1239,x@y.com,paid,2026-06-06 08:21:00 +0000,USD,86.8,,https://www.google.com/
#1240,x@y.com,paid,2026-06-07 21:13:00 +0000,USD,105.9,,https://www.google.com/
#1241,x@y.com,paid,2026-06-07 05:27:00 +0000,USD,123.87,,https://instagram.com/
#1242,x@y.com,paid,2026-06-07 10:34:00 +0000,USD,79.25,,https://instagram.com/
#1243,x@y.com,paid,2026-06-07 18:06:00 +0000,USD,80.75,,https://l.facebook.com/
#1244,x@y.com,paid,2026-06-07 13:49:00 +0000,USD,134.77,,https://l.facebook.com/
#1245,x@y.com,paid,2026-06-07 10:56:00 +0000,USD,185.26,,https://instagram.com/
#1246,x@y.com,paid,2026-06-07 23:40:00 +0000,USD,180.65,,https://l.facebook.com/
#1246,x@y.com,paid,2026-06-07 23:40:00 +0000,USD,180.65,,https://l.facebook.com/
#1247,x@y.com,paid,2026-06-07 11:56:00 +0000,USD,198.26,,https://www.google.com/
#1247,x@y.com,paid,2026-06-07 11:56:00 +0000,USD,198.26,,https://www.google.com/
#1248,x@y.com,paid,2026-06-07 18:59:00 +0000,USD,191.04,,https://instagram.com/
#1249,x@y.com,paid,2026-06-07 13:42:00 +0000,USD,94.03,,
#1249,x@y.com,paid,2026-06-07 13:42:00 +0000,USD,94.03,,
#1250,x@y.com,paid,2026-06-07 19:34:00 +0000,USD,133.36,,https://l.facebook.com/
#1251,x@y.com,refunded,2026-06-07 14:18:00 +0000,USD,146.01,146.01,https://www.google.com/
#1252,x@y.com,paid,2026-06-07 14:21:00 +0000,USD,156.48,,https://l.facebook.com/
#1253,x@y.com,paid,2026-06-07 17:25:00 +0000,USD,175.42,,
#1254,x@y.com,paid,2026-06-07 15:07:00 +0000,USD,192.51,,
#1255,x@y.com,paid,2026-06-07 04:53:00 +0000,USD,102.67,,
#1256,x@y.com,paid,2026-06-07 02:11:00 +0000,USD,183.29,,
#1257,x@y.com,paid,2026-06-07 14:13:00 +0000,USD,171.94,,
#1258,x@y.com,paid,2026-06-07 20:15:00 +0000,USD,192.25,,https://l.facebook.com/
#1259,x@y.com,paid,2026-06-07 07:04:00 +0000,USD,92.16,,
#1259,x@y.com,paid,2026-06-07 07:04:00 +0000,USD,92.16,,
#1260,x@y.com,paid,2026-06-07 02:50:00 +0000,USD,190.87,,https://www.google.com/
#1261,x@y.com,paid,2026-06-07 11:55:00 +0000,USD,185.14,,https://l.facebook.com/
#1262,x@y.com,paid,2026-06-07 12:01:00 +0000,USD,188.07,,https://l.facebook.com/
#1262,x@y.com,paid,2026-06-07 12:01:00 +0000,USD,188.07,,https://l.facebook.com/
#1263,x@y.com,paid,2026-06-07 06:34:00 +0000,USD,197.04,,
#1264,x@y.com,paid,2026-06-07 21:27:00 +0000,USD,193.71,,https://l.facebook.com/
#1264,x@y.com,paid,2026-06-07 21:27:00 +0000,USD,193.71,,https://l.facebook.com/
#1265,x@y.com,paid,2026-06-07 20:17:00 +0000,USD,80.03,,https://l.facebook.com/
#1266,x@y.com,paid,2026-06-07 22:37:00 +0000,USD,169.72,,https://l.facebook.com/
#1266,x@y.com,paid,2026-06-07 22:37:00 +0000,USD,169.72,,https://l.facebook.com/
#1267,x@y.com,paid,2026-06-07 11:39:00 +0000,USD,83.46,,https://l.facebook.com/
#1268,x@y.com,refunded,2026-06-07 06:47:00 +0000,USD,118.56,118.56,https://l.facebook.com/
#1269,x@y.com,paid,2026-06-07 02:40:00 +0000,USD,192.9,,https://l.facebook.com/
#1270,x@y.com,paid,2026-06-07 14:08:00 +0000,USD,134.06,,https://instagram.com/
#1271,x@y.com,paid,2026-06-07 07:31:00 +0000,USD,202.3,,https://www.google.com/
#1272,x@y.com,paid,2026-06-07 02:43:00 +0000,USD,115.6,,https://l.facebook.com/
#1272,x@y.com,paid,2026-06-07 02:43:00 +0000,USD,115.6,,https://l.facebook.com/
#1273,x@y.com,paid,2026-06-07 13:38:00 +0000,USD,107.78,,https://l.facebook.com/
#1274,x@y.com,paid,2026-06-07 09:37:00 +0000,USD,137.19,,https://instagram.com/
#1274,x@y.com,paid,2026-06-07 09:37:00 +0000,USD,137.19,,https://instagram.com/
#1275,x@y.com,paid,2026-06-08 07:00:00 +0000,USD,116.67,,https://www.google.com/
#1275,x@y.com,paid,2026-06-08 07:00:00 +0000,USD,116.67,,https://www.google.com/
#1276,x@y.com,paid,2026-06-08 12:26:00 +0000,USD,127.48,,
#1277,x@y.com,paid,2026-06-08 18:06:00 +0000,USD,123.09,,
#1278,x@y.com,paid,2026-06-08 00:23:00 +0000,USD,137.81,,
#1279,x@y.com,paid,2026-06-08 00:42:00 +0000,USD,173.44,,https://instagram.com/
#1280,x@y.com,paid,2026-06-08 10:30:00 +0000,USD,139.93,,https://instagram.com/
#1281,x@y.com,paid,2026-06-08 12:27:00 +0000,USD,206.09,,
#1282,x@y.com,paid,2026-06-08 02:29:00 +0000,USD,163.79,,
#1282,x@y.com,paid,2026-06-08 02:29:00 +0000,USD,163.79,,
#1283,x@y.com,paid,2026-06-08 18:13:00 +0000,USD,182.31,,https://instagram.com/
#1283,x@y.com,paid,2026-06-08 18:13:00 +0000,USD,182.31,,https://instagram.com/
#1284,x@y.com,paid,2026-06-08 23:50:00 +0000,USD,126.83,,https://instagram.com/
#1285,x@y.com,paid,2026-06-08 23:57:00 +0000,USD,78.48,,https://www.google.com/
#1286,x@y.com,paid,2026-06-08 03:27:00 +0000,USD,165.56,,https://instagram.com/
#1286,x@y.com,paid,2026-06-08 03:27:00 +0000,USD,165.56,,https://instagram.com/
#1287,x@y.com,paid,2026-06-08 00:06:00 +0000,USD,98.57,,https://instagram.com/
#1288,x@y.com,paid,2026-06-08 03:19:00 +0000,USD,132.51,,
#1289,x@y.com,paid,2026-06-08 16:32:00 +0000,USD,86.94,,https://www.google.com/
#1290,x@y.com,paid,2026-06-08 13:29:00 +0000,USD,116.8,,https://l.facebook.com/
#1291,x@y.com,paid,2026-06-08 03:29:00 +0000,USD,208.65,,https://l.facebook.com/
#1292,x@y.com,paid,2026-06-08 04:09:00 +0000,USD,190.3,,
#1293,x@y.com,paid,2026-06-08 03:26:00 +0000,USD,131.65,,
#1294,x@y.com,paid,2026-06-08 23:45:00 +0000,USD,108.21,,https://l.facebook.com/
#1294,x@y.com,paid,2026-06-08 23:45:00 +0000,USD,108.21,,https://l.facebook.com/
#1295,x@y.com,paid,2026-06-08 03:31:00 +0000,USD,98.67,,https://l.facebook.com/
#1296,x@y.com,paid,2026-06-08 01:24:00 +0000,USD,198.4,,
#1296,x@y.com,paid,2026-06-08 01:24:00 +0000,USD,198.4,,
#1297,x@y.com,paid,2026-06-08 21:58:00 +0000,USD,117.53,,https://instagram.com/
#1297,x@y.com,paid,2026-06-08 21:58:00 +0000,USD,117.53,,https://instagram.com/
#1298,x@y.com,paid,2026-06-08 17:08:00 +0000,USD,121.4,,https://www.google.com/
#1299,x@y.com,paid,2026-06-08 08:14:00 +0000,USD,130.07,,
#1300,x@y.com,paid,2026-06-08 20:27:00 +0000,USD,89.15,,https://instagram.com/
#1301,x@y.com,refunded,2026-06-08 01:10:00 +0000,USD,137.51,137.51,
#1301,x@y.com,refunded,2026-06-08 01:10:00 +0000,USD,137.51,137.51,
#1302,x@y.com,paid,2026-06-08 03:45:00 +0000,USD,150.28,,https://l.facebook.com/
#1303,x@y.com,paid,2026-06-08 16:47:00 +0000,USD,82.28,,
#1303,x@y.com,paid,2026-06-08 16:47:00 +0000,USD,82.28,,
#1304,x@y.com,paid,2026-06-08 03:00:00 +0000,USD,174.77,,https://www.google.com/
#1305,x@y.com,paid,2026-06-08 11:53:00 +0000,USD,204.83,,https://www.google.com/
#1306,x@y.com,paid,2026-06-08 05:31:00 +0000,USD,105.69,,https://l.facebook.com/
#1307,x@y.com,paid,2026-06-08 02:13:00 +0000,USD,146.14,,https://l.facebook.com/
#1308,x@y.com,paid,2026-06-08 20:55:00 +0000,USD,155.81,,
#1309,x@y.com,paid,2026-06-08 02:25:00 +0000,USD,131.1,,https://www.google.com/
#1310,x@y.com,paid,2026-06-08 04:50:00 +0000,USD,187.76,,https://l.facebook.com/
#1311,x@y.com,paid,2026-06-08 01:25:00 +0000,USD,162.78,,
#1312,x@y.com,paid,2026-06-08 00:39:00 +0000,USD,150.88,,https://www.google.com/
#1313,x@y.com,paid,2026-06-09 21:40:00 +0000,USD,78.74,,https://instagram.com/
#1314,x@y.com,paid,2026-06-09 04:24:00 +0000,USD,100.77,,https://www.google.com/
#1314,x@y.com,paid,2026-06-09 04:24:00 +0000,USD,100.77,,https://www.google.com/
#1315,x@y.com,paid,2026-06-09 23:46:00 +0000,USD,167.39,,https://instagram.com/
#1316,x@y.com,paid,2026-06-09 17:45:00 +0000,USD,188.28,,https://instagram.com/
#1317,x@y.com,paid,2026-06-09 20:35:00 +0000,USD,170.79,,https://www.google.com/
#1318,x@y.com,paid,2026-06-09 17:08:00 +0000,USD,199.74,,https://instagram.com/
#1319,x@y.com,paid,2026-06-09 13:59:00 +0000,USD,98.47,,https://instagram.com/
#1319,x@y.com,paid,2026-06-09 13:59:00 +0000,USD,98.47,,https://instagram.com/
#1320,x@y.com,paid,2026-06-09 13:44:00 +0000,USD,104.44,,https://instagram.com/
#1320,x@y.com,paid,2026-06-09 13:44:00 +0000,USD,104.44,,https://instagram.com/
#1321,x@y.com,paid,2026-06-09 05:49:00 +0000,USD,145.52,,https://www.google.com/
#1322,x@y.com,paid,2026-06-09 11:24:00 +0000,USD,104.68,,https://l.facebook.com/
#1322,x@y.com,paid,2026-06-09 11:24:00 +0000,USD,104.68,,https://l.facebook.com/
#1323,x@y.com,paid,2026-06-09 18:09:00 +0000,USD,137.77,,https://instagram.com/
#1323,x@y.com,paid,2026-06-09 18:09:00 +0000,USD,137.77,,https://instagram.com/
#1324,x@y.com,paid,2026-06-09 15:14:00 +0000,USD,170.91,,https://l.facebook.com/
#1325,x@y.com,paid,2026-06-09 02:51:00 +0000,USD,124.32,,https://l.facebook.com/
#1326,x@y.com,paid,2026-06-09 19:04:00 +0000,USD,127.84,,https://instagram.com/
#1327,x@y.com,paid,2026-06-09 15:07:00 +0000,USD,206.8,,https://instagram.com/
#1328,x@y.com,paid,2026-06-09 16:54:00 +0000,USD,102.58,,https://www.google.com/
#1329,x@y.com,paid,2026-06-09 17:31:00 +0000,USD,82.63,,https://www.google.com/
#1330,x@y.com,paid,2026-06-09 11:51:00 +0000,USD,142.62,,
#1331,x@y.com,paid,2026-06-09 06:55:00 +0000,USD,90.89,,https://l.facebook.com/
#1332,x@y.com,paid,2026-06-09 11:44:00 +0000,USD,93.95,,https://www.google.com/
#1333,x@y.com,paid,2026-06-09 09:38:00 +0000,USD,126.05,,https://www.google.com/
#1334,x@y.com,paid,2026-06-09 08:42:00 +0000,USD,92.58,,https://l.facebook.com/
#1335,x@y.com,paid,2026-06-09 02:17:00 +0000,USD,115.81,,https://l.facebook.com/
#1336,x@y.com,paid,2026-06-09 12:10:00 +0000,USD,115.63,,https://instagram.com/
#1337,x@y.com,paid,2026-06-09 17:48:00 +0000,USD,158.44,,
#1338,x@y.com,paid,2026-06-09 20:50:00 +0000,USD,118.45,,
#1339,x@y.com,paid,2026-06-09 06:40:00 +0000,USD,141.49,,https://instagram.com/
#1340,x@y.com,paid,2026-06-09 17:07:00 +0000,USD,152.71,,https://l.facebook.com/
#1341,x@y.com,refunded,2026-06-09 03:12:00 +0000,USD,117.91,117.91,
#1342,x@y.com,paid,2026-06-09 21:42:00 +0000,USD,118.83,,https://l.facebook.com/
#1343,x@y.com,paid,2026-06-09 21:54:00 +0000,USD,96.58,,https://l.facebook.com/
#1344,x@y.com,paid,2026-06-09 22:22:00 +0000,USD,135.65,,https://l.facebook.com/
#1344,x@y.com,paid,2026-06-09 22:22:00 +0000,USD,135.65,,https://l.facebook.com/
#1345,x@y.com,paid,2026-06-09 04:31:00 +0000,USD,200.14,,https://l.facebook.com/
#1346,x@y.com,paid,2026-06-09 17:05:00 +0000,USD,88.39,,https://www.google.com/
#1347,x@y.com,paid,2026-06-09 08:09:00 +0000,USD,196.72,,https://l.facebook.com/
#1348,x@y.com,paid,2026-06-09 15:50:00 +0000,USD,191.34,,https://l.facebook.com/
#1349,x@y.com,paid,2026-06-09 01:06:00 +0000,USD,201.19,,https://instagram.com/
#1350,x@y.com,paid,2026-06-09 13:02:00 +0000,USD,117.33,,
#1351,x@y.com,paid,2026-06-09 18:49:00 +0000,USD,187.53,,https://instagram.com/
#1352,x@y.com,paid,2026-06-09 12:53:00 +0000,USD,78.09,,
#1353,x@y.com,paid,2026-06-09 00:57:00 +0000,USD,131.81,,https://instagram.com/
#1354,x@y.com,paid,2026-06-09 10:33:00 +0000,USD,112.62,,https://instagram.com/
#1355,x@y.com,paid,2026-06-09 05:12:00 +0000,USD,138.05,,
#1356,x@y.com,paid,2026-06-09 10:11:00 +0000,USD,105.91,,https://l.facebook.com/
#1357,x@y.com,paid,2026-06-09 18:16:00 +0000,USD,167.51,,https://www.google.com/
#1358,x@y.com,paid,2026-06-09 10:47:00 +0000,USD,102.36,,https://l.facebook.com/
#1359,x@y.com,paid,2026-06-09 02:43:00 +0000,USD,166.98,,https://www.google.com/
#1360,x@y.com,paid,2026-06-10 11:42:00 +0000,USD,106.75,,
#1361,x@y.com,paid,2026-06-10 04:26:00 +0000,USD,87.23,,
#1362,x@y.com,paid,2026-06-10 09:35:00 +0000,USD,122.64,,https://instagram.com/
#1363,x@y.com,paid,2026-06-10 15:02:00 +0000,USD,140.81,,https://l.facebook.com/
#1363,x@y.com,paid,2026-06-10 15:02:00 +0000,USD,140.81,,https://l.facebook.com/
#1364,x@y.com,paid,2026-06-10 02:13:00 +0000,USD,203.96,,https://l.facebook.com/
#1365,x@y.com,paid,2026-06-10 10:08:00 +0000,USD,193.91,,
#1366,x@y.com,paid,2026-06-10 06:15:00 +0000,USD,96.71,,
#1367,x@y.com,paid,2026-06-10 21:29:00 +0000,USD,170.62,,
#1368,x@y.com,paid,2026-06-10 02:11:00 +0000,USD,127.15,,https://l.facebook.com/
#1369,x@y.com,paid,2026-06-10 18:07:00 +0000,USD,167.28,,https://l.facebook.com/
#1370,x@y.com,paid,2026-06-10 16:16:00 +0000,USD,147.55,,https://www.google.com/
#1371,x@y.com,paid,2026-06-10 09:48:00 +0000,USD,88.76,,https://l.facebook.com/
#1372,x@y.com,paid,2026-06-10 09:30:00 +0000,USD,99.16,,https://www.google.com/
#1372,x@y.com,paid,2026-06-10 09:30:00 +0000,USD,99.16,,https://www.google.com/
#1373,x@y.com,paid,2026-06-10 01:12:00 +0000,USD,124.24,,https://instagram.com/
#1374,x@y.com,paid,2026-06-10 18:25:00 +0000,USD,202.62,,https://l.facebook.com/
#1375,x@y.com,refunded,2026-06-10 06:01:00 +0000,USD,115.19,115.19,https://instagram.com/
#1376,x@y.com,paid,2026-06-10 20:04:00 +0000,USD,107.01,,https://instagram.com/
#1376,x@y.com,paid,2026-06-10 20:04:00 +0000,USD,107.01,,https://instagram.com/
#1377,x@y.com,paid,2026-06-10 01:21:00 +0000,USD,81.25,,https://l.facebook.com/
#1378,x@y.com,paid,2026-06-10 08:39:00 +0000,USD,189.93,,https://www.google.com/
#1379,x@y.com,paid,2026-06-10 19:26:00 +0000,USD,99.96,,https://www.google.com/
#1379,x@y.com,paid,2026-06-10 19:26:00 +0000,USD,99.96,,https://www.google.com/
#1380,x@y.com,paid,2026-06-10 15:14:00 +0000,USD,149.3,,https://l.facebook.com/
#1381,x@y.com,paid,2026-06-10 05:59:00 +0000,USD,139.82,,
#1382,x@y.com,paid,2026-06-10 10:18:00 +0000,USD,109.04,,https://l.facebook.com/
#1383,x@y.com,refunded,2026-06-10 03:31:00 +0000,USD,161.67,161.67,https://instagram.com/
#1383,x@y.com,refunded,2026-06-10 03:31:00 +0000,USD,161.67,161.67,https://instagram.com/
#1384,x@y.com,paid,2026-06-10 15:36:00 +0000,USD,168.5,,https://instagram.com/
#1384,x@y.com,paid,2026-06-10 15:36:00 +0000,USD,168.5,,https://instagram.com/
#1385,x@y.com,paid,2026-06-10 01:41:00 +0000,USD,85.44,,https://www.google.com/
#1386,x@y.com,paid,2026-06-10 02:17:00 +0000,USD,206.06,,https://instagram.com/
#1387,x@y.com,paid,2026-06-10 08:12:00 +0000,USD,108.95,,
#1388,x@y.com,paid,2026-06-10 15:54:00 +0000,USD,134.26,,
#1388,x@y.com,paid,2026-06-10 15:54:00 +0000,USD,134.26,,
#1389,x@y.com,paid,2026-06-10 16:21:00 +0000,USD,98.0,,https://www.google.com/
#1390,x@y.com,paid,2026-06-10 09:42:00 +0000,USD,163.35,,https://instagram.com/
#1391,x@y.com,paid,2026-06-10 09:51:00 +0000,USD,168.44,,https://www.google.com/
#1392,x@y.com,paid,2026-06-10 01:58:00 +0000,USD,93.53,,https://www.google.com/
#1393,x@y.com,paid,2026-06-10 20:39:00 +0000,USD,204.21,,https://instagram.com/
#1393,x@y.com,paid,2026-06-10 20:39:00 +0000,USD,204.21,,https://instagram.com/
#1394,x@y.com,paid,2026-06-10 21:10:00 +0000,USD,201.09,,https://l.facebook.com/
#1395,x@y.com,paid,2026-06-10 08:11:00 +0000,USD,112.28,,https://instagram.com/
#1396,x@y.com,paid,2026-06-10 23:42:00 +0000,USD,208.02,,https://l.facebook.com/
#1397,x@y.com,paid,2026-06-10 00:36:00 +0000,USD,135.58,,https://instagram.com/
#1398,x@y.com,paid,2026-06-10 12:45:00 +0000,USD,202.53,,https://instagram.com/
#1399,x@y.com,paid,2026-06-10 07:14:00 +0000,USD,83.16,,https://instagram.com/
#1400,x@y.com,paid,2026-06-10 08:44:00 +0000,USD,169.67,,https://l.facebook.com/
#1401,x@y.com,paid,2026-06-10 03:21:00 +0000,USD,81.55,,
#1402,x@y.com,paid,2026-06-10 18:39:00 +0000,USD,200.38,,https://l.facebook.com/
#1403,x@y.com,paid,2026-06-10 08:13:00 +0000,USD,205.06,,https://l.facebook.com/
#1403,x@y.com,paid,2026-06-10 08:13:00 +0000,USD,205.06,,https://l.facebook.com/
#1404,x@y.com,paid,2026-06-11 15:48:00 +0000,USD,82.67,,https://instagram.com/
#1405,x@y.com,paid,2026-06-11 13:20:00 +0000,USD,116.06,,https://instagram.com/
#1405,x@y.com,paid,2026-06-11 13:20:00 +0000,USD,116.06,,https://instagram.com/
#1406,x@y.com,paid,2026-06-11 16:55:00 +0000,USD,87.24,,https://instagram.com/
#1406,x@y.com,paid,2026-06-11 16:55:00 +0000,USD,87.24,,https://instagram.com/
#1407,x@y.com,paid,2026-06-11 02:07:00 +0000,USD,106.44,,
#1407,x@y.com,paid,2026-06-11 02:07:00 +0000,USD,106.44,,
#1408,x@y.com,paid,2026-06-11 17:51:00 +0000,USD,135.15,,
#1409,x@y.com,paid,2026-06-11 02:12:00 +0000,USD,155.39,,https://l.facebook.com/
#1410,x@y.com,paid,2026-06-11 17:17:00 +0000,USD,179.12,,https://l.facebook.com/
#1411,x@y.com,paid,2026-06-11 01:29:00 +0000,USD,113.4,,https://l.facebook.com/
#1412,x@y.com,paid,2026-06-11 08:56:00 +0000,USD,135.09,,https://instagram.com/
#1413,x@y.com,refunded,2026-06-11 19:28:00 +0000,USD,150.65,150.65,https://instagram.com/
#1414,x@y.com,paid,2026-06-11 07:25:00 +0000,USD,209.38,,
#1415,x@y.com,paid,2026-06-11 22:36:00 +0000,USD,167.93,,https://l.facebook.com/
#1416,x@y.com,paid,2026-06-11 12:04:00 +0000,USD,110.37,,https://instagram.com/
#1416,x@y.com,paid,2026-06-11 12:04:00 +0000,USD,110.37,,https://instagram.com/
#1417,x@y.com,paid,2026-06-11 07:54:00 +0000,USD,174.42,,https://l.facebook.com/
#1417,x@y.com,paid,2026-06-11 07:54:00 +0000,USD,174.42,,https://l.facebook.com/
#1418,x@y.com,paid,2026-06-11 20:07:00 +0000,USD,208.24,,
#1419,x@y.com,paid,2026-06-11 16:36:00 +0000,USD,118.15,,
#1419,x@y.com,paid,2026-06-11 16:36:00 +0000,USD,118.15,,
#1420,x@y.com,paid,2026-06-11 01:50:00 +0000,USD,175.57,,https://l.facebook.com/
#1421,x@y.com,paid,2026-06-11 13:13:00 +0000,USD,171.47,,https://instagram.com/
#1421,x@y.com,paid,2026-06-11 13:13:00 +0000,USD,171.47,,https://instagram.com/
#1422,x@y.com,paid,2026-06-11 09:39:00 +0000,USD,135.44,,https://l.facebook.com/
#1423,x@y.com,paid,2026-06-11 14:42:00 +0000,USD,138.08,,
#1423,x@y.com,paid,2026-06-11 14:42:00 +0000,USD,138.08,,
#1424,x@y.com,paid,2026-06-11 12:56:00 +0000,USD,167.48,,
#1425,x@y.com,paid,2026-06-11 19:41:00 +0000,USD,175.8,,
#1425,x@y.com,paid,2026-06-11 19:41:00 +0000,USD,175.8,,
#1426,x@y.com,paid,2026-06-11 02:34:00 +0000,USD,135.43,,https://l.facebook.com/
#1427,x@y.com,paid,2026-06-11 11:49:00 +0000,USD,152.35,,
#1427,x@y.com,paid,2026-06-11 11:49:00 +0000,USD,152.35,,
#1428,x@y.com,paid,2026-06-11 12:19:00 +0000,USD,112.25,,https://l.facebook.com/
#1429,x@y.com,paid,2026-06-11 01:52:00 +0000,USD,176.66,,https://instagram.com/
#1430,x@y.com,paid,2026-06-11 22:45:00 +0000,USD,188.53,,https://www.google.com/
#1431,x@y.com,paid,2026-06-11 22:43:00 +0000,USD,176.56,,https://l.facebook.com/
#1431,x@y.com,paid,2026-06-11 22:43:00 +0000,USD,176.56,,https://l.facebook.com/
#1432,x@y.com,paid,2026-06-11 18:20:00 +0000,USD,149.85,,https://l.facebook.com/
#1433,x@y.com,paid,2026-06-11 15:20:00 +0000,USD,114.23,,https://instagram.com/
#1434,x@y.com,paid,2026-06-11 15:18:00 +0000,USD,199.76,,https://instagram.com/
#1434,x@y.com,paid,2026-06-11 15:18:00 +0000,USD,199.76,,https://instagram.com/
#1435,x@y.com,paid,2026-06-11 14:33:00 +0000,USD,167.23,,https://l.facebook.com/
#1435,x@y.com,paid,2026-06-11 14:33:00 +0000,USD,167.23,,https://l.facebook.com/
#1436,x@y.com,paid,2026-06-12 02:00:00 +0000,USD,203.86,,
#1437,x@y.com,paid,2026-06-12 06:24:00 +0000,USD,150.06,,https://instagram.com/
#1438,x@y.com,paid,2026-06-12 17:23:00 +0000,USD,97.33,,https://instagram.com/
#1438,x@y.com,paid,2026-06-12 17:23:00 +0000,USD,97.33,,https://instagram.com/
#1439,x@y.com,paid,2026-06-12 19:15:00 +0000,USD,164.76,,https://l.facebook.com/
#1440,x@y.com,paid,2026-06-12 00:47:00 +0000,USD,101.49,,https://l.facebook.com/
#1441,x@y.com,paid,2026-06-12 00:42:00 +0000,USD,112.9,,https://www.google.com/
#1442,x@y.com,paid,2026-06-12 22:20:00 +0000,USD,191.46,,https://www.google.com/
#1443,x@y.com,paid,2026-06-12 22:20:00 +0000,USD,185.12,,
#1444,x@y.com,paid,2026-06-12 19:32:00 +0000,USD,136.33,,https://www.google.com/
#1445,x@y.com,paid,2026-06-12 04:41:00 +0000,USD,107.49,,https://www.google.com/
#1446,x@y.com,paid,2026-06-12 05:58:00 +0000,USD,182.01,,https://l.facebook.com/
#1447,x@y.com,paid,2026-06-12 10:55:00 +0000,USD,140.45,,https://instagram.com/
#1448,x@y.com,paid,2026-06-12 21:03:00 +0000,USD,141.24,,https://instagram.com/
#1449,x@y.com,paid,2026-06-12 00:06:00 +0000,USD,179.2,,
#1450,x@y.com,paid,2026-06-12 19:34:00 +0000,USD,83.84,,
#1450,x@y.com,paid,2026-06-12 19:34:00 +0000,USD,83.84,,
#1451,x@y.com,paid,2026-06-12 22:39:00 +0000,USD,86.27,,https://l.facebook.com/
#1452,x@y.com,refunded,2026-06-12 21:20:00 +0000,USD,151.09,151.09,https://l.facebook.com/
#1453,x@y.com,paid,2026-06-12 11:15:00 +0000,USD,139.7,,https://www.google.com/
#1454,x@y.com,paid,2026-06-12 00:01:00 +0000,USD,78.46,,https://l.facebook.com/
#1455,x@y.com,paid,2026-06-12 03:10:00 +0000,USD,118.97,,https://l.facebook.com/
#1456,x@y.com,paid,2026-06-12 19:51:00 +0000,USD,139.92,,https://l.facebook.com/
#1456,x@y.com,paid,2026-06-12 19:51:00 +0000,USD,139.92,,https://l.facebook.com/
#1457,x@y.com,paid,2026-06-12 12:23:00 +0000,USD,169.39,,https://instagram.com/
#1458,x@y.com,paid,2026-06-12 07:18:00 +0000,USD,139.86,,https://instagram.com/
#1459,x@y.com,paid,2026-06-12 01:39:00 +0000,USD,117.1,,https://www.google.com/
#1459,x@y.com,paid,2026-06-12 01:39:00 +0000,USD,117.1,,https://www.google.com/
#1460,x@y.com,paid,2026-06-12 17:43:00 +0000,USD,115.69,,
#1460,x@y.com,paid,2026-06-12 17:43:00 +0000,USD,115.69,,
#1461,x@y.com,paid,2026-06-12 12:32:00 +0000,USD,169.31,,https://instagram.com/
#1462,x@y.com,paid,2026-06-12 06:04:00 +0000,USD,194.22,,
#1463,x@y.com,paid,2026-06-12 16:35:00 +0000,USD,110.59,,https://www.google.com/
#1464,x@y.com,paid,2026-06-12 02:34:00 +0000,USD,83.14,,https://instagram.com/
#1465,x@y.com,paid,2026-06-12 20:48:00 +0000,USD,79.77,,https://instagram.com/
#1466,x@y.com,paid,2026-06-13 17:37:00 +0000,USD,152.24,,https://instagram.com/
#1467,x@y.com,paid,2026-06-13 07:43:00 +0000,USD,154.88,,https://instagram.com/
#1467,x@y.com,paid,2026-06-13 07:43:00 +0000,USD,154.88,,https://instagram.com/
#1468,x@y.com,paid,2026-06-13 10:36:00 +0000,USD,106.62,,https://www.google.com/
#1469,x@y.com,paid,2026-06-13 19:04:00 +0000,USD,79.62,,
#1470,x@y.com,paid,2026-06-13 17:33:00 +0000,USD,178.57,,
#1471,x@y.com,paid,2026-06-13 23:14:00 +0000,USD,206.9,,https://l.facebook.com/
#1472,x@y.com,refunded,2026-06-13 04:50:00 +0000,USD,85.55,85.55,
#1473,x@y.com,paid,2026-06-13 20:20:00 +0000,USD,161.73,,
#1474,x@y.com,paid,2026-06-13 03:39:00 +0000,USD,196.96,,https://l.facebook.com/
#1475,x@y.com,refunded,2026-06-13 12:56:00 +0000,USD,201.46,201.46,https://www.google.com/
#1476,x@y.com,paid,2026-06-13 20:02:00 +0000,USD,129.17,,https://instagram.com/
#1477,x@y.com,paid,2026-06-13 02:04:00 +0000,USD,156.0,,https://l.facebook.com/
#1478,x@y.com,paid,2026-06-13 21:44:00 +0000,USD,102.61,,https://l.facebook.com/
#1479,x@y.com,paid,2026-06-13 12:59:00 +0000,USD,207.33,,https://www.google.com/
#1480,x@y.com,paid,2026-06-13 12:07:00 +0000,USD,143.14,,https://instagram.com/
#1481,x@y.com,refunded,2026-06-13 11:35:00 +0000,USD,84.43,84.43,
#1482,x@y.com,paid,2026-06-13 19:11:00 +0000,USD,129.39,,https://www.google.com/
#1483,x@y.com,paid,2026-06-13 18:40:00 +0000,USD,144.03,,
#1484,x@y.com,paid,2026-06-13 17:55:00 +0000,USD,137.19,,https://l.facebook.com/
#1485,x@y.com,paid,2026-06-13 13:39:00 +0000,USD,95.16,,https://l.facebook.com/
#1485,x@y.com,paid,2026-06-13 13:39:00 +0000,USD,95.16,,https://l.facebook.com/
#1486,x@y.com,paid,2026-06-13 01:22:00 +0000,USD,176.45,,
